PA126,La Libertad,Activo,PRO126,CA126
PA127,Santa Ana,Activo,PRO127,CA127
PA128,La Libertad, Inactivo,PRO128,CA128
PA129,Tambo, Inactivo,PRO129,CA129
PA130,San Isidro, Inactivo,PRO130,CA130
PA131,San Isidro, Inactivo,PRO131,CA131
PA132,San Isidro,Activo,PRO132,CA132
PA133,La Libertad, Inactivo,PRO133,CA133
PA134,San Isidro,Activo,PRO134,CA134
PA135,Valle,Activo,PRO135,CA135
PA136,San Isidro,Activo,PRO136,CA136
PA137,Valle,Activo,PRO137,CA137
PA138,La Libertad, Inactivo,PRO138,CA138
PA139,La Libertad,Activo,PRO139,CA139
PA140,San Isidro,Activo,PRO140,CA140
PA141,Valle, Inactivo,PRO141,CA141
PA142,Tambo, Inactivo,PRO142,CA142
PA143,La Libertad,Activo,PRO143,CA143
PA144,San Isidro, Inactivo,PRO144,CA144
PA145,Santa Rosa,Activo,PRO145,CA145
PA146,Valle,Activo,PRO146,CA146
PA147,La Libertad,Activo,PRO147,CA147
PA148,Valle,Activo,PRO148,CA148
PA149,Tambo, Inactivo,PRO149,CA149
PA150,Valle, Inactivo,PRO150,CA150
PA151,San Isidro, Inactivo,PRO151,CA151
PA152,Santa Ana, Inactivo,PRO152,CA152
PA153,Santa Rosa,Activo,PRO153,CA153
PA154,San Isidro, Inactivo,PRO154,CA154
PA155,San Isidro, Inactivo,PRO155,CA155
PA156,San Isidro,Activo,PRO156,CA156
PA157,Santa Ana,Activo,PRO157,CA157
PA158,La Libertad,Activo,PRO158,CA158
PA159,San Isidro, Inactivo,PRO159,CA159
PA160,San Isidro,Activo,PRO160,CA160
PA161,San Isidro,Activo,PRO161,CA161
PA162,San Isidro, Inactivo,PRO162,CA162
PA163,San Isidro, Inactivo,PRO163,CA163
PA164,La Libertad,Activo,PRO164,CA164
PA165,La Libertad, Inactivo,PRO165,CA165
PA166,Valle, Inactivo,PRO166,CA166
PA167,La Libertad, Inactivo,PRO167,CA167
PA168,Santa Ana,Activo,PRO168,CA168
PA169,Tambo,Activo,PRO169,CA169
PA170,Santa Rosa,Activo,PRO170,CA170
PA171,La Libertad, Inactivo,PRO171,CA171
PA172,La Libertad,Activo,PRO172,CA172
PA173,San Isidro, Inactivo,PRO173,CA173
PA174,Valle, Inactivo,PRO174,CA174
PA175,Santa Ana, Inactivo,PRO175,CA175
PA176,Santa Rosa,Activo,PRO176,CA176
PA177,San Isidro,Activo,PRO177,CA177
PA178,Valle, Inactivo,PRO178,CA178
PA179,Santa Rosa,Activo,PRO179,CA179
PA180,Tambo,Activo,PRO180,CA180
PA181,Santa Rosa,Activo,PRO181,CA181
PA182,Valle, Inactivo,PRO182,CA182
PA183,San Isidro,Activo,PRO183,CA183
PA184,San Isidro,Activo,PRO184,CA184
PA185,La Libertad, Inactivo,PRO185,CA185
PA186,Santa Rosa, Inactivo,PRO186,CA186
PA187,Valle,Activo,PRO187,CA187
PA188,La Libertad, Inactivo,PRO188,CA188
PA189,San Isidro, Inactivo,PRO189,CA189
PA190,Valle,Activo,PRO190,CA190
PA191,San Isidro,Activo,PRO191,CA191
PA192,Tambo,Activo,PRO192,CA192
PA193,Santa Rosa,Activo,PRO193,CA193
PA194,Santa Ana,Activo,PRO194,CA194
PA195,Santa Ana, Inactivo,PRO195,CA195
PA196,Valle, Inactivo,PRO196,CA196
PA197,Valle,Activo,PRO197,CA197
PA198,Santa Ana, Inactivo,PRO198,CA198
PA199,La Libertad,Activo,PRO199,CA199
PA200,San Isidro, Inactivo,PRO200,CA200
PA201,Valle, Inactivo,PRO201,CA201
PA202,Tambo,Activo,PRO202,CA202
PA203,Santa Ana, Inactivo,PRO203,CA203
PA204,Tambo, Inactivo,PRO204,CA204
PA205,La Libertad,Activo,PRO205,CA205
PA206,Valle,Activo,PRO206,CA206
PA207,Valle, Inactivo,PRO207,CA207
PA208,Valle,Activo,PRO208,CA208
PA209,Tambo, Inactivo,PRO209,CA209
PA210,La Libertad, Inactivo,PRO210,CA210
PA211,Valle,Activo,PRO211,CA211
PA212,Valle, Inactivo,PRO212,CA212
PA213,San Isidro, Inactivo,PRO213,CA213
PA214,Santa Ana, Inactivo,PRO214,CA214
PA215,La Libertad, Inactivo,PRO215,CA215
PA216,La Libertad,Activo,PRO216,CA216
PA217,San Isidro, Inactivo,PRO217,CA217
PA218,La Libertad, Inactivo,PRO218,CA218
PA219,Santa Rosa, Inactivo,PRO219,CA219
PA220,Tambo,Activo,PRO220,CA220
PA221,Santa Rosa, Inactivo,PRO221,CA221
PA222,Santa Rosa,Activo,PRO222,CA222
PA223,Santa Rosa, Inactivo,PRO223,CA223
PA224,La Libertad, Inactivo,PRO224,CA224
PA225,Tambo,Activo,PRO225,CA225
PA226,Tambo,Activo,PRO226,CA226
PA227,La Libertad,Activo,PRO227,CA227
PA228,Santa Ana, Inactivo,PRO228,CA228
PA229,Santa Ana,Activo,PRO229,CA229
PA230,Valle,Activo,PRO230,CA230
PA231,Tambo, Inactivo,PRO231,CA231
PA232,Valle, Inactivo,PRO232,CA232
PA233,Valle, Inactivo,PRO233,CA233
PA234,La Libertad, Inactivo,PRO234,CA234
PA235,Valle,Activo,PRO235,CA235
PA236,Santa Ana, Inactivo,PRO236,CA236
PA237,Tambo,Activo,PRO237,CA237
PA238,Santa Ana,Activo,PRO238,CA238
PA239,Santa Rosa,Activo,PRO239,CA239
PA240,San Isidro, Inactivo,PRO240,CA240
PA241,Santa Ana,Activo,PRO241,CA241
PA242,San Isidro,Activo,PRO242,CA242
PA243,La Libertad,Activo,PRO243,CA243
PA244,Tambo,Activo,PRO244,CA244
PA245,La Libertad, Inactivo,PRO245,CA245
PA246,Valle, Inactivo,PRO246,CA246
PA247,Santa Ana,Activo,PRO247,CA247
PA248,Valle,Activo,PRO248,CA248
PA249,Valle,Activo,PRO249,CA249
PA250,Tambo, Inactivo,PRO250,CA250
PA251,Valle, Inactivo,PRO251,CA251
PA252,Santa Rosa,Activo,PRO252,CA252
PA253,Santa Ana, Inactivo,PRO253,CA253
PA254,Santa Ana,Activo,PRO254,CA254
PA255,La Libertad,Activo,PRO255,CA255
PA256,La Libertad,Activo,PRO256,CA256
PA257,La Libertad,Activo,PRO257,CA257
PA258,La Libertad, Inactivo,PRO258,CA258
PA259,San Isidro, Inactivo,PRO259,CA259
PA260,San Isidro, Inactivo,PRO260,CA260
PA261,Santa Ana,Activo,PRO261,CA261
PA262,La Libertad,Activo,PRO262,CA262
PA263,Valle,Activo,PRO263,CA263
PA264,Valle,Activo,PRO264,CA264
PA265,La Libertad, Inactivo,PRO265,CA265
PA266,Valle,Activo,PRO266,CA266
PA267,Santa Ana, Inactivo,PRO267,CA267
PA268,Santa Rosa,Activo,PRO268,CA268
PA269,La Libertad,Activo,PRO269,CA269
PA270,Valle,Activo,PRO270,CA270
PA271,Tambo,Activo,PRO271,CA271
PA272,San Isidro,Activo,PRO272,CA272
PA273,Valle, Inactivo,PRO273,CA273
PA274,Tambo,Activo,PRO274,CA274
PA275,Santa Ana,Activo,PRO275,CA275
PA276,San Isidro, Inactivo,PRO276,CA276
PA277,La Libertad,Activo,PRO277,CA277
PA278,San Isidro,Activo,PRO278,CA278
PA279,San Isidro,Activo,PRO279,CA279
PA280,San Isidro, Inactivo,PRO280,CA280
PA281,Valle,Activo,PRO281,CA281
PA282,Santa Ana,Activo,PRO282,CA282
PA283,San Isidro, Inactivo,PRO283,CA283
PA284,Valle, Inactivo,PRO284,CA284
PA285,Tambo,Activo,PRO285,CA285
PA286,San Isidro,Activo,PRO286,CA286
PA287,Valle, Inactivo,PRO287,CA287
PA288,Valle,Activo,PRO288,CA288
PA289,La Libertad,Activo,PRO289,CA289
PA290,La Libertad,Activo,PRO290,CA290
PA291,Santa Ana, Inactivo,PRO291,CA291
PA292,San Isidro, Inactivo,PRO292,CA292
PA293,Santa Ana, Inactivo,PRO293,CA293
PA294,San Isidro,Activo,PRO294,CA294
PA295,La Libertad,Activo,PRO295,CA295
PA296,La Libertad,Activo,PRO296,CA296
PA297,Tambo, Inactivo,PRO297,CA297
PA298,La Libertad,Activo,PRO298,CA298
PA299,Santa Ana, Inactivo,PRO299,CA299
PA300,Santa Rosa, Inactivo,PRO300,CA300
PA301,La Libertad,Activo,PRO301,CA301
PA302,San Isidro,Activo,PRO302,CA302
PA303,San Isidro, Inactivo,PRO303,CA303
PA304,Valle,Activo,PRO304,CA304
PA305,La Libertad,Activo,PRO305,CA305
PA306,Santa Ana, Inactivo,PRO306,CA306
PA307,Valle,Activo,PRO307,CA307
PA308,La Libertad,Activo,PRO308,CA308
PA309,La Libertad, Inactivo,PRO309,CA309
PA310,Valle,Activo,PRO310,CA310
PA311,Santa Rosa,Activo,PRO311,CA311
PA312,San Isidro,Activo,PRO312,CA312
PA313,La Libertad, Inactivo,PRO313,CA313
PA314,La Libertad,Activo,PRO314,CA314
PA315,Valle, Inactivo,PRO315,CA315
PA316,Santa Ana,Activo,PRO316,CA316
PA317,Valle,Activo,PRO317,CA317
PA318,Santa Ana,Activo,PRO318,CA318
PA319,Tambo,Activo,PRO319,CA319
PA320,San Isidro, Inactivo,PRO320,CA320
PA321,San Isidro, Inactivo,PRO321,CA321
PA322,San Isidro, Inactivo,PRO322,CA322
PA323,La Libertad,Activo,PRO323,CA323
PA324,La Libertad,Activo,PRO324,CA324
PA325,Santa Ana, Inactivo,PRO325,CA325
PA326,Valle,Activo,PRO326,CA326
PA327,Santa Ana,Activo,PRO327,CA327
PA328,San Isidro, Inactivo,PRO328,CA328
PA329,La Libertad, Inactivo,PRO329,CA329
PA330,Santa Ana,Activo,PRO330,CA330
PA331,Santa Ana,Activo,PRO331,CA331
PA332,San Isidro, Inactivo,PRO332,CA332
PA333,La Libertad,Activo,PRO333,CA333
PA334,Santa Rosa,Activo,PRO334,CA334
PA335,Santa Ana,Activo,PRO335,CA335
PA336,Valle, Inactivo,PRO336,CA336
PA337,Valle,Activo,PRO337,CA337
PA338,Santa Ana, Inactivo,PRO338,CA338
PA339,Santa Ana,Activo,PRO339,CA339
PA340,San Isidro, Inactivo,PRO340,CA340
PA341,Valle, Inactivo,PRO341,CA341
PA342,Tambo,Activo,PRO342,CA342
PA343,Santa Ana, Inactivo,PRO343,CA343
PA344,Santa Ana, Inactivo,PRO344,CA344
PA345,San Isidro, Inactivo,PRO345,CA345
PA346,La Libertad, Inactivo,PRO346,CA346
PA347,Valle, Inactivo,PRO347,CA347
PA348,La Libertad,Activo,PRO348,CA348
PA349,San Isidro,Activo,PRO349,CA349
PA350,Santa Ana, Inactivo,PRO350,CA350
PA351,San Isidro,Activo,PRO351,CA351
PA352,San Isidro,Activo,PRO352,CA352
PA353,Santa Ana,Activo,PRO353,CA353
PA354,Tambo, Inactivo,PRO354,CA354
PA355,Santa Ana, Inactivo,PRO355,CA355
PA356,La Libertad,Activo,PRO356,CA356
PA357,La Libertad,Activo,PRO357,CA357
PA358,Santa Ana,Activo,PRO358,CA358
PA359,San Isidro, Inactivo,PRO359,CA359
PA360,Tambo,Activo,PRO360,CA360
PA361,Tambo,Activo,PRO361,CA361
PA362,San Isidro, Inactivo,PRO362,CA362
PA363,La Libertad, Inactivo,PRO363,CA363
PA364,Valle, Inactivo,PRO364,CA364
PA365,La Libertad, Inactivo,PRO365,CA365
PA366,Santa Rosa,Activo,PRO366,CA366
PA367,Tambo, Inactivo,PRO367,CA367
PA368,San Isidro, Inactivo,PRO368,CA368
PA369,La Libertad, Inactivo,PRO369,CA369
PA370,Santa Ana,Activo,PRO370,CA370
PA371,Santa Ana, Inactivo,PRO371,CA371
PA372,Tambo, Inactivo,PRO372,CA372
PA373,San Isidro, Inactivo,PRO373,CA373
PA374,La Libertad, Inactivo,PRO374,CA374
PA375,La Libertad, Inactivo,PRO375,CA375
PA376,Valle, Inactivo,PRO376,CA376
PA377,La Libertad, Inactivo,PRO377,CA377
PA378,Santa Rosa,Activo,PRO378,CA378
PA379,San Isidro, Inactivo,PRO379,CA379
PA380,San Isidro,Activo,PRO380,CA380
PA381,Santa Rosa,Activo,PRO381,CA381
PA382,Santa Ana, Inactivo,PRO382,CA382
PA383,Santa Ana, Inactivo,PRO383,CA383
PA384,Santa Rosa, Inactivo,PRO384,CA384
PA385,Valle,Activo,PRO385,CA385
PA386,Valle, Inactivo,PRO386,CA386
PA387,San Isidro, Inactivo,PRO387,CA387
PA388,La Libertad, Inactivo,PRO388,CA388
PA389,Santa Rosa, Inactivo,PRO389,CA389
PA390,La Libertad, Inactivo,PRO390,CA390
PA391,Santa Rosa, Inactivo,PRO391,CA391
PA392,San Isidro,Activo,PRO392,CA392
PA393,Santa Ana, Inactivo,PRO393,CA393
PA394,La Libertad, Inactivo,PRO394,CA394
PA395,Tambo, Inactivo,PRO395,CA395
PA396,La Libertad,Activo,PRO396,CA396
PA397,La Libertad, Inactivo,PRO397,CA397
PA398,La Libertad,Activo,PRO398,CA398
PA399,Tambo, Inactivo,PRO399,CA399
PA400,San Isidro, Inactivo,PRO400,CA400
PA401,La Libertad,Activo,PRO401,CA401
PA402,La Libertad,Activo,PRO402,CA402
PA403,Santa Ana,Activo,PRO403,CA403
PA404,Santa Ana, Inactivo,PRO404,CA404
PA405,La Libertad,Activo,PRO405,CA405
PA406,Valle, Inactivo,PRO406,CA406
PA407,Valle, Inactivo,PRO407,CA407
PA408,Santa Ana, Inactivo,PRO408,CA408
PA409,Valle, Inactivo,PRO409,CA409
PA410,San Isidro,Activo,PRO410,CA410
PA411,Santa Ana, Inactivo,PRO411,CA411
PA412,Santa Rosa,Activo,PRO412,CA412
PA413,La Libertad,Activo,PRO413,CA413
PA414,Valle, Inactivo,PRO414,CA414
PA415,Santa Ana,Activo,PRO415,CA415
PA416,Valle,Activo,PRO416,CA416
PA417,Valle, Inactivo,PRO417,CA417
PA418,Santa Rosa,Activo,PRO418,CA418
PA419,La Libertad,Activo,PRO419,CA419
PA420,Valle, Inactivo,PRO420,CA420
PA421,La Libertad,Activo,PRO421,CA421
PA422,La Libertad, Inactivo,PRO422,CA422
PA423,La Libertad, Inactivo,PRO423,CA423
PA424,San Isidro,Activo,PRO424,CA424
PA425,Santa Rosa, Inactivo,PRO425,CA425
PA426,Valle,Activo,PRO426,CA426
PA427,Santa Rosa,Activo,PRO427,CA427
PA428,La Libertad, Inactivo,PRO428,CA428
PA429,Tambo, Inactivo,PRO429,CA429
PA430,Valle,Activo,PRO430,CA430
PA431,San Isidro,Activo,PRO431,CA431
PA432,La Libertad,Activo,PRO432,CA432
PA433,Santa Ana, Inactivo,PRO433,CA433
PA434,Tambo,Activo,PRO434,CA434
PA435,Santa Ana,Activo,PRO435,CA435
PA436,Santa Rosa, Inactivo,PRO436,CA436
PA437,Tambo, Inactivo,PRO437,CA437
PA438,La Libertad,Activo,PRO438,CA438
PA439,Tambo,Activo,PRO439,CA439
PA440,La Libertad, Inactivo,PRO440,CA440
PA441,Valle, Inactivo,PRO441,CA441
PA442,Valle,Activo,PRO442,CA442
PA443,Santa Ana,Activo,PRO443,CA443
PA444,Tambo,Activo,PRO444,CA444
PA445,Santa Ana,Activo,PRO445,CA445
PA446,Santa Rosa,Activo,PRO446,CA446
PA447,San Isidro, Inactivo,PRO447,CA447
PA448,La Libertad,Activo,PRO448,CA448
PA449,La Libertad, Inactivo,PRO449,CA449
PA450,Santa Ana, Inactivo,PRO450,CA450
PA451,La Libertad,Activo,PRO451,CA451
PA452,Santa Ana,Activo,PRO452,CA452
PA453,Santa Ana,Activo,PRO453,CA453
PA454,Valle,Activo,PRO454,CA454
PA455,Valle,Activo,PRO455,CA455
PA456,Santa Rosa,Activo,PRO456,CA456
PA457,La Libertad, Inactivo,PRO457,CA457
PA458,San Isidro,Activo,PRO458,CA458
PA459,Santa Ana, Inactivo,PRO459,CA459
PA460,San Isidro,Activo,PRO460,CA460
PA461,San Isidro, Inactivo,PRO461,CA461
PA462,San Isidro, Inactivo,PRO462,CA462
PA463,San Isidro,Activo,PRO463,CA463
PA464,Valle,Activo,PRO464,CA464
PA465,Santa Ana,Activo,PRO465,CA465
PA466,Valle,Activo,PRO466,CA466
PA467,Santa Ana, Inactivo,PRO467,CA467
PA468,Valle,Activo,PRO468,CA468
PA469,Valle, Inactivo,PRO469,CA469
PA470,Santa Rosa, Inactivo,PRO470,CA470
PA471,Santa Ana,Activo,PRO471,CA471
PA472,Valle, Inactivo,PRO472,CA472
PA473,La Libertad,Activo,PRO473,CA473
PA474,Santa Ana,Activo,PRO474,CA474
PA475,Tambo, Inactivo,PRO475,CA475
PA476,San Isidro,Activo,PRO476,CA476
PA477,Valle,Activo,PRO477,CA477
PA478,Tambo, Inactivo,PRO478,CA478
PA479,Santa Rosa, Inactivo,PRO479,CA479
PA480,San Isidro, Inactivo,PRO480,CA480
PA481,La Libertad, Inactivo,PRO481,CA481
PA482,Valle, Inactivo,PRO482,CA482
PA483,San Isidro,Activo,PRO483,CA483
PA484,La Libertad, Inactivo,PRO484,CA484
PA485,La Libertad, Inactivo,PRO485,CA485
PA486,San Isidro, Inactivo,PRO486,CA486
PA487,Santa Rosa,Activo,PRO487,CA487
PA488,Valle, Inactivo,PRO488,CA488
PA489,Valle, Inactivo,PRO489,CA489
PA490,San Isidro, Inactivo,PRO490,CA490
PA491,Santa Ana, Inactivo,PRO491,CA491
PA492,Valle, Inactivo,PRO492,CA492
PA493,Valle, Inactivo,PRO493,CA493
PA494,Tambo,Activo,PRO494,CA494
PA495,San Isidro, Inactivo,PRO495,CA495
PA496,La Libertad,Activo,PRO496,CA496
PA497,Valle,Activo,PRO497,CA497
PA498,La Libertad,Activo,PRO498,CA498
PA499,Santa Ana,Activo,PRO499,CA499
PA500,Tambo,Activo,PRO500,CA500
PA501,Santa Ana,Activo,PRO501,CA501
PA502,La Libertad,Activo,PRO502,CA502
PA503,La Libertad, Inactivo,PRO503,CA503
PA504,Santa Ana,Activo,PRO504,CA504
PA505,Tambo,Activo,PRO505,CA505
PA506,Tambo,Activo,PRO506,CA506
PA507,La Libertad, Inactivo,PRO507,CA507
PA508,Santa Ana, Inactivo,PRO508,CA508
PA509,Santa Ana,Activo,PRO509,CA509
PA510,Santa Ana, Inactivo,PRO510,CA510
PA511,Valle, Inactivo,PRO511,CA511
PA512,San Isidro,Activo,PRO512,CA512
PA513,La Libertad, Inactivo,PRO513,CA513
PA514,Tambo, Inactivo,PRO514,CA514
PA515,Santa Rosa, Inactivo,PRO515,CA515
PA516,Santa Ana,Activo,PRO516,CA516
PA517,San Isidro,Activo,PRO517,CA517
PA518,La Libertad, Inactivo,PRO518,CA518
PA519,Tambo,Activo,PRO519,CA519
PA520,Santa Ana, Inactivo,PRO520,CA520
PA521,Santa Rosa, Inactivo,PRO521,CA521
PA522,Santa Ana,Activo,PRO522,CA522
PA523,Valle, Inactivo,PRO523,CA523
PA524,Santa Ana, Inactivo,PRO524,CA524
PA525,Valle,Activo,PRO525,CA525
PA526,Santa Rosa,Activo,PRO526,CA526
PA527,San Isidro, Inactivo,PRO527,CA527
PA528,Santa Ana,Activo,PRO528,CA528
PA529,Santa Ana,Activo,PRO529,CA529
PA530,La Libertad, Inactivo,PRO530,CA530
PA531,Tambo,Activo,PRO531,CA531
PA532,La Libertad, Inactivo,PRO532,CA532
PA533,San Isidro,Activo,PRO533,CA533
PA534,Santa Ana,Activo,PRO534,CA534
PA535,Valle,Activo,PRO535,CA535
PA536,San Isidro,Activo,PRO536,CA536
PA537,Santa Ana,Activo,PRO537,CA537
PA538,La Libertad,Activo,PRO538,CA538
PA539,San Isidro,Activo,PRO539,CA539
PA540,Santa Ana, Inactivo,PRO540,CA540
PA541,Valle, Inactivo,PRO541,CA541
PA542,Santa Ana, Inactivo,PRO542,CA542
PA543,Santa Ana, Inactivo,PRO543,CA543
PA544,Santa Ana,Activo,PRO544,CA544
PA545,San Isidro,Activo,PRO545,CA545
PA546,Santa Ana, Inactivo,PRO546,CA546
PA547,La Libertad,Activo,PRO547,CA547
PA548,Santa Rosa, Inactivo,PRO548,CA548
PA549,Tambo, Inactivo,PRO549,CA549
PA550,Santa Ana, Inactivo,PRO550,CA550
PA551,Santa Rosa, Inactivo,PRO551,CA551
PA552,La Libertad, Inactivo,PRO552,CA552
PA553,San Isidro,Activo,PRO553,CA553
PA554,Santa Rosa,Activo,PRO554,CA554
PA555,Valle,Activo,PRO555,CA555
PA556,Santa Ana,Activo,PRO556,CA556
PA557,San Isidro, Inactivo,PRO557,CA557
PA558,La Libertad,Activo,PRO558,CA558
PA559,La Libertad,Activo,PRO559,CA559
PA560,Valle, Inactivo,PRO560,CA560
PA561,Tambo,Activo,PRO561,CA561
PA562,Santa Ana, Inactivo,PRO562,CA562
PA563,La Libertad,Activo,PRO563,CA563
PA564,Tambo,Activo,PRO564,CA564
PA565,La Libertad, Inactivo,PRO565,CA565
PA566,Valle,Activo,PRO566,CA566
PA567,San Isidro,Activo,PRO567,CA567
PA568,La Libertad,Activo,PRO568,CA568
PA569,Santa Rosa, Inactivo,PRO569,CA569
PA570,Santa Ana,Activo,PRO570,CA570
PA571,San Isidro, Inactivo,PRO571,CA571
PA572,Santa Ana, Inactivo,PRO572,CA572
PA573,Santa Rosa, Inactivo,PRO573,CA573
PA574,Santa Ana, Inactivo,PRO574,CA574
PA575,Santa Ana, Inactivo,PRO575,CA575
PA576,San Isidro, Inactivo,PRO576,CA576
PA577,Santa Ana,Activo,PRO577,CA577
PA578,Santa Ana,Activo,PRO578,CA578
PA579,La Libertad,Activo,PRO579,CA579
PA580,Tambo,Activo,PRO580,CA580
PA581,La Libertad,Activo,PRO581,CA581
PA582,La Libertad,Activo,PRO582,CA582
PA583,Santa Ana, Inactivo,PRO583,CA583
PA584,San Isidro,Activo,PRO584,CA584
PA585,La Libertad,Activo,PRO585,CA585
PA586,Santa Ana,Activo,PRO586,CA586
PA587,Valle, Inactivo,PRO587,CA587
