AMT98,24/01/2001,3601,1200,8,36
AMT99,10/05/2010,1217,1200,8,24
AMT100,22/08/2014,4657,2000,12,36
AMT101,25/04/2000,3145,2000,8,24
AMT102,08/08/2014,2817,1200,10,36
AMT103,10/07/2016,145,2000,8,36
AMT104,20/03/2017,513,2000,10,36
AMT105,28/07/2004,2353,600,10,36
AMT106,06/02/2009,1313,1200,8,24
AMT107,07/01/2010,1033,2000,8,48
AMT108,09/12/2013,4893,1200,8,36
AMT109,31/01/2000,4169,1200,10,36
AMT110,26/05/2016,3977,600,12,36
AMT111,30/03/2009,4677,1200,10,36
AMT112,06/11/2014,357,600,8,48
AMT113,22/05/2013,3029,2000,8,24
AMT114,13/07/2020,1365,600,12,48
AMT115,15/01/2019,2085,1200,8,24
AMT116,02/05/2006,4133,600,8,24
AMT117,22/07/2018,3249,1200,8,24
AMT118,29/06/2017,1257,2000,8,36
AMT119,19/02/2019,629,2000,10,48
AMT120,28/07/2017,2073,2000,8,24
AMT121,19/01/2011,3257,600,10,36
AMT122,24/07/2000,2053,1200,8,36
AMT123,17/04/2020,325,2000,8,24
AMT124,17/06/2002,4189,1200,10,24
AMT125,15/04/2006,149,1200,10,24
AMT126,24/07/2013,2701,2000,8,24
AMT127,20/09/2004,3761,2000,12,24
AMT128,11/05/2007,2025,1200,8,36
AMT129,09/05/2001,3841,2000,10,24
AMT130,16/09/2021,1453,2000,8,24
AMT131,10/03/2007,1889,1200,10,24
AMT132,06/06/2012,2089,1200,8,24
AMT133,21/09/2013,2685,2000,12,36
AMT134,18/06/2012,4833,600,10,36
AMT135,11/06/2014,37,1200,10,24
AMT136,29/07/2004,361,1200,8,48
AMT137,19/10/2019,1485,1200,8,24
AMT138,05/05/2004,3069,1200,12,36
AMT139,02/04/2018,3181,2000,8,36
AMT140,12/08/2020,4805,2000,8,24
AMT141,23/08/2011,2737,2000,8,24
AMT142,22/09/2007,2317,2000,12,24
AMT143,04/08/2005,3361,1200,8,24
AMT144,17/08/2004,4757,2000,12,24
AMT145,04/07/2018,1801,1200,8,24
AMT146,02/03/2013,805,1200,8,36
AMT147,09/07/2020,2349,2000,8,24
AMT148,15/07/2013,705,1200,10,24
AMT149,11/02/2019,705,1200,8,24
AMT150,05/10/2005,93,1200,10,48
AMT151,13/03/2012,4533,1200,8,24
AMT152,28/01/2021,433,2000,8,24
AMT153,08/09/2008,89,2000,8,36
AMT154,03/01/2021,2881,2000,8,24
AMT155,20/10/2018,4005,2000,8,48
AMT156,12/02/2007,1425,1200,12,24
AMT157,08/04/2020,1641,2000,8,24
AMT158,03/03/2003,1633,1200,8,36
AMT159,12/04/2009,1477,1200,8,36
AMT160,07/07/2000,3189,1200,8,36
AMT161,26/12/2006,825,1200,8,36
AMT162,25/05/2000,1513,2000,10,36
AMT163,09/09/2003,1605,1200,8,36
AMT164,22/03/2021,77,1200,12,24
AMT165,06/05/2020,565,2000,10,24
AMT166,22/06/2006,365,2000,10,36
AMT167,22/05/2012,421,1200,10,48
AMT168,31/12/2006,1361,1200,8,24
AMT169,07/07/2006,373,1200,8,24
AMT170,11/03/2012,4541,1200,8,24
AMT171,11/07/2006,3473,1200,8,36
AMT172,12/08/2018,4821,2000,12,36
AMT173,15/10/2003,1537,1200,12,24
AMT174,04/11/2007,3793,1200,12,36
AMT175,26/05/2013,1705,1200,8,24
AMT176,10/07/2000,1441,2000,8,24
AMT177,08/08/2004,4157,1200,12,36
AMT178,07/05/2018,1341,1200,8,24
AMT179,31/07/2011,2169,2000,10,24
AMT180,27/09/2014,2017,1200,10,48
AMT181,29/08/2016,2577,2000,8,36
AMT182,12/01/2008,2093,1200,10,24
AMT183,03/09/2019,1717,2000,8,24
AMT184,06/05/2001,1905,1200,8,36
AMT185,14/12/2021,1581,1200,8,36
AMT186,08/11/2017,1465,1200,12,36
AMT187,08/04/2021,3277,1200,8,24
AMT188,13/07/2017,4433,1200,10,36
AMT189,17/12/2013,3549,2000,12,36
AMT190,11/11/2006,553,1200,10,36
AMT191,07/06/2015,2701,2000,12,36
AMT192,04/05/2017,3761,1200,8,24
AMT193,17/08/2011,4413,2000,8,36
AMT194,11/04/2018,1633,1200,10,24
AMT195,02/02/2008,1989,1200,8,24
AMT196,12/08/2014,1453,1200,8,24
AMT197,11/06/2013,1809,2000,8,36
AMT198,11/02/2003,3541,1200,12,24
AMT199,16/12/2002,2869,1200,10,36
AMT200,26/07/2006,1765,1200,8,24
AMT201,17/10/2003,2877,1200,10,24
AMT202,06/10/2008,2405,600,8,24
AMT203,22/11/2012,4085,2000,8,24
AMT204,09/01/2000,3005,1200,10,24
AMT205,19/10/2020,2825,2000,8,24
AMT206,12/09/2009,4649,2000,8,36
AMT207,14/05/2008,125,1200,8,24
AMT208,11/07/2002,2777,2000,10,48
AMT209,30/08/2018,281,1200,8,24
AMT210,18/01/2002,3353,1200,12,36
AMT211,09/04/2017,1481,1200,8,36
AMT212,26/02/2000,1701,2000,12,48
AMT213,29/09/2017,1901,1200,10,36
AMT214,12/12/2000,309,2000,12,24
AMT215,14/04/2013,1617,1200,8,36
AMT216,11/07/2005,4205,2000,10,36
AMT217,23/11/2004,4153,2000,8,24
AMT218,18/10/2006,4101,2000,8,24
AMT219,12/07/2016,3657,1200,8,36
AMT220,15/02/2012,1021,1200,8,24
AMT221,08/11/2010,3845,1200,10,24
AMT222,12/10/2020,3845,2000,12,36
AMT223,19/01/2013,4869,1200,10,24
AMT224,01/05/2008,4721,600,12,36
AMT225,12/06/2002,933,2000,8,36
AMT226,29/11/2001,2845,2000,12,24
AMT227,26/09/2020,1325,2000,8,24
AMT228,26/01/2019,2889,2000,8,48
AMT229,08/02/2002,2141,1200,10,24
AMT230,11/07/2014,3997,2000,8,36
AMT231,13/08/2015,2741,2000,8,36
AMT232,02/12/2002,3913,1200,8,24
AMT233,05/06/2018,1773,2000,8,24
AMT234,31/01/2000,1825,2000,10,24
AMT235,02/05/2011,325,1200,8,24
AMT236,06/11/2006,773,600,8,36
AMT237,14/06/2010,2821,2000,8,36
AMT238,12/12/2012,2721,2000,8,24
AMT239,15/11/2008,2949,1200,8,48
AMT240,02/11/2012,3093,2000,12,24
AMT241,05/10/2010,2761,2000,10,48
AMT242,20/12/2001,3625,1200,10,24
AMT243,04/02/2008,3973,2000,10,48
AMT244,13/10/2002,1533,2000,10,36
AMT245,15/07/2001,1833,2000,8,36
AMT246,10/12/2005,3133,2000,10,36
AMT247,06/12/2000,29,1200,12,48
AMT248,20/02/2007,3213,1200,10,36
AMT249,02/06/2011,293,1200,10,36
AMT250,19/08/2005,2965,1200,10,48
AMT251,28/10/2021,4961,1200,12,36
AMT252,26/08/2020,193,2000,8,24
AMT253,14/03/2001,3309,600,8,36
AMT254,10/12/2014,1809,2000,8,24
AMT255,14/12/2010,3509,1200,8,48
AMT256,01/11/2002,2153,1200,8,36
AMT257,27/02/2005,2089,1200,8,36
AMT258,11/09/2018,261,1200,8,24
AMT259,21/03/2016,4957,1200,10,24
AMT260,10/08/2012,3173,1200,10,24
AMT261,15/04/2018,1933,1200,8,36
AMT262,21/08/2020,1729,2000,8,24
AMT263,08/08/2019,3253,2000,10,48
AMT264,06/05/2001,1713,1200,8,36
AMT265,06/10/2019,4021,2000,10,36
AMT266,08/04/2005,4733,1200,8,36
AMT267,07/05/2008,2705,600,8,24
AMT268,24/01/2018,3357,2000,10,36
AMT269,28/06/2000,2793,1200,12,24
AMT270,29/11/2016,1345,2000,10,36
AMT271,20/03/2010,873,1200,8,24
AMT272,27/09/2013,2437,600,12,36
AMT273,29/04/2009,953,1200,8,24
AMT274,01/10/2014,4261,2000,12,36
AMT275,29/09/2009,4817,1200,8,48
AMT276,28/12/2006,1793,1200,10,36
AMT277,02/01/2018,1821,1200,10,24
AMT278,01/05/2020,149,600,8,24
AMT279,28/02/2004,2853,2000,10,24
AMT280,28/07/2001,3613,2000,12,24
AMT281,17/03/2016,1913,2000,12,36
AMT282,03/11/2010,417,600,10,24
AMT283,25/03/2003,3073,1200,12,36
AMT284,06/02/2000,1589,2000,12,36
AMT285,05/05/2003,4945,2000,8,36
AMT286,19/03/2009,3161,1200,8,24
AMT287,12/02/2010,3373,2000,8,36
AMT288,04/11/2014,2825,1200,8,48
AMT289,09/06/2015,3497,1200,12,24
AMT290,02/03/2013,1713,1200,12,36
AMT291,28/05/2016,3925,600,10,36
AMT292,15/11/2013,1221,1200,10,36
AMT293,20/08/2020,4413,2000,8,36
AMT294,03/04/2002,4081,1200,8,36
AMT295,22/06/2020,209,2000,8,36
AMT296,28/06/2010,3725,2000,12,24
AMT297,02/03/2006,3385,2000,8,36
AMT298,16/01/2002,2441,2000,12,24
AMT299,15/03/2019,2033,1200,8,36
AMT300,03/05/2014,4613,1200,8,36
AMT301,11/07/2001,4525,2000,10,24
AMT302,01/08/2015,2213,1200,8,36
AMT303,02/12/2016,1253,600,8,36
AMT304,24/12/2010,4941,1200,10,36
AMT305,02/01/2012,1189,2000,8,48
AMT306,29/12/2003,2149,2000,10,48
AMT307,22/01/2020,1537,2000,8,36
AMT308,07/02/2003,2401,2000,8,24
AMT309,30/10/2009,1685,2000,8,36
AMT310,05/01/2019,2485,2000,12,36
AMT311,16/01/2003,2977,1200,8,36
AMT312,25/02/2013,2897,2000,12,24
AMT313,06/10/2010,4469,1200,12,36
AMT314,15/01/2013,2309,600,8,24
AMT315,05/12/2021,985,600,12,24
AMT316,23/05/2018,1217,1200,10,36
AMT317,07/05/2019,4825,1200,8,36
AMT318,25/02/2001,1169,1200,8,36
AMT319,13/10/2021,4361,2000,10,36
AMT320,18/03/2021,4937,2000,8,36
AMT321,09/06/2018,1417,2000,12,36
AMT322,25/12/2020,1617,1200,12,24
AMT323,13/12/2009,3413,2000,8,24
AMT324,15/03/2002,4117,1200,10,36
AMT325,19/04/2021,4733,1200,8,48
AMT326,10/12/2019,4373,600,10,24
AMT327,19/02/2008,1305,1200,8,24
AMT328,30/01/2006,3561,2000,10,48
AMT329,19/10/2018,4405,1200,8,36
AMT330,30/06/2017,785,2000,8,24
AMT331,25/05/2015,2777,2000,12,24
AMT332,30/09/2012,845,2000,10,24
AMT333,06/06/2021,2601,1200,8,36
AMT334,01/05/2013,1001,1200,10,48
AMT335,12/02/2006,4261,2000,12,24
AMT336,22/08/2021,3229,2000,12,36
AMT337,25/01/2000,4605,1200,10,24
AMT338,31/08/2020,3061,2000,12,24
AMT339,10/10/2021,3125,1200,12,36
AMT340,27/05/2011,4361,2000,8,24
AMT341,10/10/2018,2801,2000,8,36
AMT342,05/09/2019,3605,600,10,24
AMT343,30/04/2011,4621,2000,8,36
AMT344,06/05/2007,3369,1200,12,36
AMT345,11/04/2015,2493,600,12,36
AMT346,27/03/2018,3325,2000,8,24
AMT347,13/03/2014,125,2000,8,24
AMT348,04/04/2019,4205,1200,12,24
AMT349,22/09/2009,2449,1200,8,48
AMT350,22/05/2005,3437,2000,8,36
AMT351,13/05/2014,4309,1200,8,24
AMT352,14/11/2006,2389,2000,8,24
AMT353,12/01/2003,3093,2000,10,36
AMT354,27/05/2002,913,600,10,24
AMT355,22/12/2017,1253,1200,8,24
AMT356,29/04/2020,1785,1200,8,36
AMT357,08/10/2011,1409,2000,8,36
AMT358,25/07/2004,1561,1200,8,24
AMT359,24/05/2021,3825,2000,8,48
AMT360,24/01/2018,2445,1200,10,24
AMT361,04/07/2005,53,2000,12,24
AMT362,09/08/2001,749,1200,10,24
AMT363,03/08/2019,2957,2000,8,36
AMT364,09/08/2019,1885,2000,12,48
AMT365,21/09/2006,673,2000,8,36
AMT366,21/09/2002,181,600,10,36
AMT367,24/03/2009,4581,2000,12,36
AMT368,26/07/2003,2593,2000,10,36
AMT369,19/12/2016,4453,1200,10,36
AMT370,14/11/2008,3077,2000,8,36
AMT371,11/07/2000,2069,2000,12,24
AMT372,15/11/2011,4653,1200,8,36
AMT373,29/05/2007,4517,2000,12,24
AMT374,18/11/2001,3321,600,10,36
AMT375,07/08/2008,4073,1200,12,48
AMT376,27/03/2019,2205,1200,8,24
AMT377,20/08/2006,2285,1200,10,36
AMT378,06/11/2012,3145,1200,8,36
AMT379,28/07/2015,837,1200,12,24
AMT380,24/04/2008,3253,1200,10,24
AMT381,23/12/2008,1273,1200,8,24
AMT382,08/06/2007,69,2000,10,36
AMT383,10/07/2013,2705,2000,12,48
AMT384,17/10/2000,637,2000,8,36
AMT385,24/06/2006,2577,1200,12,36
AMT386,09/02/2003,1685,1200,10,36
AMT387,20/04/2013,1289,600,8,24
AMT388,09/04/2020,3153,2000,8,24
AMT389,08/05/2020,425,2000,12,24
AMT390,15/10/2008,4709,2000,10,24
AMT391,25/01/2007,353,600,10,36
AMT392,15/11/2021,3693,1200,10,48
AMT393,05/01/2018,2465,1200,8,36
AMT394,26/04/2019,4225,1200,8,36
AMT395,11/07/2000,4937,600,12,24
AMT396,24/11/2000,2229,600,12,36
AMT397,16/03/2012,3529,1200,10,24
AMT398,02/11/2002,413,2000,12,36
AMT399,04/08/2020,1301,1200,8,36
AMT400,23/02/2000,4553,2000,8,36
AMT401,20/09/2017,3049,2000,10,24
AMT402,06/11/2019,165,2000,8,24
AMT403,12/09/2005,3037,1200,8,36
AMT404,19/05/2003,4053,2000,8,36
AMT405,22/07/2015,1397,1200,10,24
AMT406,28/10/2009,437,1200,10,36
AMT407,02/09/2000,2141,1200,10,24
AMT408,16/03/2016,1357,2000,10,36
AMT409,15/03/2000,929,2000,10,48
AMT410,06/04/2011,4461,2000,8,24
AMT411,20/01/2005,2741,2000,10,36
AMT412,11/04/2009,3649,2000,8,36
AMT413,03/01/2013,805,2000,8,24
AMT414,11/09/2020,1637,1200,8,24
AMT415,18/07/2004,3897,1200,10,36
AMT416,01/09/2001,1797,600,12,36
AMT417,24/04/2019,4573,1200,10,36
AMT418,28/11/2021,3769,1200,8,36
AMT419,10/03/2019,941,2000,8,24
AMT420,01/04/2013,3933,1200,12,36
AMT421,01/02/2002,3805,1200,12,24
AMT422,28/06/2016,4341,2000,12,24
AMT423,26/10/2001,2217,600,8,24
AMT424,22/11/2004,861,1200,8,36
AMT425,07/08/2012,4029,2000,12,36
AMT426,23/09/2001,1409,2000,8,36
AMT427,04/11/2020,3193,2000,12,24
AMT428,27/05/2011,2469,1200,8,36
AMT429,01/07/2004,3969,1200,10,24
AMT430,24/09/2016,2301,2000,8,24
AMT431,24/10/2001,2033,1200,12,24
AMT432,13/11/2017,2797,2000,8,24
AMT433,22/09/2002,3993,1200,8,36
AMT434,13/04/2006,2569,2000,12,36
AMT435,21/07/2013,3745,1200,8,36
AMT436,18/04/2005,4625,1200,8,36
AMT437,13/02/2019,97,1200,10,24
AMT438,22/11/2010,989,1200,8,36
AMT439,12/08/2002,3677,2000,12,36
AMT440,22/09/2014,2353,1200,8,24
AMT441,05/10/2008,1233,600,8,24
AMT442,11/02/2017,3385,600,10,36
AMT443,09/08/2015,3361,1200,10,36
AMT444,20/10/2014,241,2000,10,24
AMT445,01/05/2006,661,2000,8,36
AMT446,21/03/2000,4293,1200,12,24
AMT447,01/11/2001,2545,1200,10,36
AMT448,22/06/2005,4289,1200,10,36
AMT449,11/06/2019,1569,1200,12,24
AMT450,31/05/2001,3233,1200,10,36
AMT451,04/10/2005,1473,2000,8,24
AMT452,23/08/2000,2809,1200,10,36
AMT453,24/04/2007,1345,2000,10,48
AMT454,01/09/2008,3693,2000,8,24
AMT455,09/07/2010,1157,1200,8,24
AMT456,02/08/2002,2701,2000,8,24
AMT457,12/02/2013,3305,2000,8,36
AMT458,26/09/2007,3657,2000,8,24
AMT459,13/12/2017,3209,600,12,36
AMT460,13/09/2020,2101,2000,8,24
AMT461,25/09/2003,2601,1200,8,24
AMT462,22/11/2018,2797,2000,8,36
AMT463,22/04/2010,2981,1200,12,24
AMT464,15/01/2004,4341,1200,8,24
AMT465,27/11/2005,1697,2000,8,24
AMT466,25/10/2015,3061,1200,10,24
AMT467,05/09/2014,3141,2000,8,36
AMT468,22/08/2014,4089,2000,10,24
AMT469,06/03/2016,1165,1200,12,36
AMT470,28/03/2011,1649,1200,10,36
AMT471,07/08/2005,4165,1200,8,48
AMT472,02/08/2012,1693,1200,12,36
AMT473,18/01/2009,3025,1200,8,24
AMT474,17/11/2009,1141,1200,8,24
AMT475,15/05/2014,4573,1200,8,36
AMT476,29/08/2018,4753,600,10,24
AMT477,17/12/2012,789,600,8,24
AMT478,01/05/2007,1885,1200,10,24
AMT479,25/02/2004,2725,2000,8,24
AMT480,17/09/2000,4081,1200,8,24
AMT481,29/04/2004,2073,1200,10,24
AMT482,08/04/2006,1985,1200,8,24
AMT483,13/06/2002,2585,1200,8,48
AMT484,22/10/2015,1349,1200,10,24
AMT485,20/07/2015,1489,2000,10,24
AMT486,02/04/2016,1457,1200,10,36
AMT487,31/12/2003,1501,2000,8,24
AMT488,08/04/2019,3405,600,10,24
AMT489,20/09/2017,1509,2000,8,24
AMT490,25/11/2007,3349,2000,8,24
AMT491,20/11/2014,1533,2000,10,48
AMT492,02/12/2018,4861,1200,8,24
AMT493,21/05/2018,4377,2000,12,36
AMT494,13/05/2001,4765,1200,8,48
AMT495,22/04/2015,1037,2000,8,24
AMT496,23/03/2018,3309,1200,12,24
AMT497,04/04/2011,2049,2000,8,24
AMT498,04/12/2020,1009,600,12,24
AMT499,23/07/2017,1577,1200,12,36
AMT500,22/10/2007,4129,2000,8,24
AMT501,07/04/2013,1061,2000,10,36
AMT502,21/10/2008,2305,1200,8,36
AMT503,23/06/2008,4941,1200,12,24
AMT504,01/11/2012,1309,2000,8,36
AMT505,06/08/2000,2873,1200,8,24
AMT506,30/10/2005,1633,600,10,24
AMT507,10/01/2000,697,1200,10,48
AMT508,05/12/2017,1177,2000,12,24
AMT509,27/02/2021,3985,2000,10,24
AMT510,05/02/2005,2965,2000,10,24
AMT511,20/08/2010,3877,1200,8,24
AMT512,18/11/2012,1597,2000,12,48
AMT513,31/05/2017,2117,1200,8,36
AMT514,17/01/2017,1661,2000,8,24
AMT515,15/07/2009,573,2000,10,36
AMT516,01/09/2021,4901,2000,10,24
AMT517,01/06/2014,1837,1200,10,36
AMT518,13/12/2000,77,1200,10,36
AMT519,14/07/2015,293,1200,8,24
AMT520,20/05/2017,2297,1200,8,24
AMT521,14/09/2018,3269,2000,10,24
AMT522,10/11/2011,1205,1200,12,24
AMT523,10/07/2019,4877,1200,8,48
AMT524,22/02/2009,3161,1200,8,36
AMT525,08/02/2011,337,2000,8,24
AMT526,03/04/2021,309,2000,8,24
AMT527,11/01/2019,4537,2000,12,36
AMT528,13/08/2008,2505,1200,8,48
AMT529,04/06/2001,2313,1200,8,24
AMT530,02/04/2004,4385,600,8,24
AMT531,12/12/2013,1073,600,10,24
AMT532,23/07/2004,2845,600,8,24
AMT533,16/03/2019,3617,2000,8,24
AMT534,23/11/2003,633,1200,10,24
AMT535,25/02/2010,1009,2000,12,24
AMT536,14/11/2011,2773,1200,8,24
AMT537,16/11/2013,301,1200,12,36
AMT538,15/11/2001,3981,2000,12,24
AMT539,14/11/2015,1497,1200,10,36
AMT540,17/11/2012,4517,2000,8,24
AMT541,16/09/2014,1373,1200,8,24
AMT542,29/10/2016,61,2000,12,24
AMT543,05/09/2010,1005,1200,8,24
AMT544,24/09/2010,3489,2000,10,36
AMT545,29/10/2001,2921,1200,12,24
AMT546,20/02/2004,689,2000,8,48
AMT547,06/01/2013,4841,1200,8,36
AMT548,09/10/2021,1957,2000,10,24
AMT549,05/10/2021,2213,1200,10,24
AMT550,01/03/2014,3661,2000,12,24
AMT551,31/03/2016,1597,600,10,24
AMT552,11/03/2007,1173,2000,12,24
AMT553,12/02/2010,2425,2000,8,24
AMT554,19/11/2007,4121,1200,10,24
AMT555,01/11/2000,929,600,8,36
AMT556,12/01/2017,1673,2000,10,36
AMT557,30/01/2012,2725,1200,8,36
AMT558,04/07/2017,2065,2000,12,36
AMT559,10/08/2018,4093,2000,10,24
AMT560,30/12/2003,4081,1200,8,36
AMT561,11/03/2021,4109,1200,10,24
AMT562,12/12/2010,853,2000,8,36
AMT563,20/09/2003,2429,1200,8,48
AMT564,30/04/2021,493,2000,10,36
AMT565,19/09/2004,3485,2000,8,24
AMT566,23/01/2020,3017,2000,10,36
AMT567,21/07/2001,3429,1200,10,48
AMT568,03/08/2000,1393,1200,12,36
AMT569,25/12/2007,4005,1200,12,36
AMT570,01/02/2005,4941,1200,10,36
AMT571,15/07/2014,1449,2000,8,24
AMT572,05/06/2015,1569,1200,8,36
AMT573,03/04/2019,4221,1200,12,24
AMT574,07/09/2003,3045,2000,10,24
AMT575,17/05/2004,2117,1200,8,24
AMT576,31/12/2000,1393,2000,8,24
AMT577,06/11/2014,1437,1200,8,24
AMT578,27/01/2000,1285,600,12,24
AMT579,02/06/2011,2741,1200,8,36
AMT580,02/06/2001,993,2000,10,24
AMT581,02/01/2001,2705,1200,12,24
AMT582,02/10/2020,2745,1200,8,24
AMT583,26/12/2015,4605,2000,10,48
AMT584,23/02/2013,913,2000,10,36
AMT585,29/09/2010,4817,1200,8,24
AMT586,16/12/2010,65,2000,8,24
AMT587,01/12/2012,873,1200,8,36
AMT588,25/05/2004,1265,2000,10,36
AMT589,06/09/2020,2849,1200,8,24
AMT590,26/12/2013,4741,1200,8,24
AMT591,03/07/2015,1621,600,10,24
AMT592,15/12/2005,4361,2000,8,48
AMT593,19/08/2010,1069,1200,8,36
AMT594,19/07/2014,1789,1200,8,48
AMT595,21/01/2008,2985,1200,8,36
AMT596,30/05/2004,3969,1200,8,24
AMT597,04/07/2011,2221,2000,10,24
AMT598,03/01/2021,33,600,12,24
AMT599,23/09/2007,4013,600,10,24
AMT600,17/06/2013,4925,1200,12,24
AMT601,18/07/2020,1293,2000,8,36
AMT602,27/07/2004,2985,1200,8,36
AMT603,07/01/2003,1633,1200,8,24
AMT604,31/10/2017,1893,2000,8,24
AMT605,11/08/2005,1601,1200,8,48
AMT606,19/11/2011,4201,2000,10,36
AMT607,07/03/2013,309,2000,8,24
AMT608,13/06/2011,4861,2000,10,36
AMT609,30/09/2018,4793,1200,10,36
AMT610,25/09/2012,1345,1200,8,36
AMT611,13/07/2012,93,2000,8,48
AMT612,16/11/2014,2653,1200,8,24
AMT613,04/07/2021,4981,1200,12,24
AMT614,17/06/2001,3721,600,8,48
AMT615,16/10/2011,2045,2000,8,36
AMT616,04/07/2011,1149,1200,8,36
AMT617,11/11/2004,1809,2000,8,36
AMT618,12/09/2002,1809,2000,8,24
AMT619,22/06/2012,329,2000,10,24
AMT620,09/12/2008,2697,2000,8,36
AMT621,05/01/2021,1017,2000,8,24
AMT622,06/01/2001,4541,600,8,24
AMT623,20/01/2012,529,2000,8,36
AMT624,29/10/2020,3689,1200,12,24
AMT625,02/04/2007,1881,1200,10,24
AMT626,26/06/2006,4445,1200,10,24
AMT627,06/12/2000,2333,1200,10,36
AMT628,21/05/2013,145,2000,10,24
AMT629,16/10/2012,2749,2000,8,36
AMT630,30/01/2004,297,2000,12,24
AMT631,03/06/2006,4097,1200,8,24
AMT632,04/12/2012,4173,1200,8,24
AMT633,18/09/2007,561,2000,8,24
AMT634,17/11/2007,2417,2000,12,24
AMT635,07/10/2006,2377,1200,10,48
AMT636,12/10/2017,4649,2000,10,24
AMT637,23/10/2007,1989,2000,8,24
AMT638,10/01/2017,4485,1200,8,24
AMT639,13/05/2018,2401,600,8,36
AMT640,25/10/2005,1777,1200,10,36
AMT641,10/11/2008,801,600,12,24
AMT642,31/05/2011,1993,1200,8,24
AMT643,04/08/2007,2309,2000,10,24
