CA234,Chinchipe,Activo,PRO234
CA235,Quito,Activo,PRO235
CA236,Guayaquil, Inactivo,PRO236
CA237,Quito,Activo,PRO237
CA238,Loja, Inactivo,PRO238
CA239,Cuenca, Inactivo,PRO239
CA240,Chinchipe, Inactivo,PRO240
CA241,Quito, Inactivo,PRO241
CA242,Cuenca, Inactivo,PRO242
CA243,Quito, Inactivo,PRO243
CA244,Loja, Inactivo,PRO244
CA245,Cuenca, Inactivo,PRO245
CA246,Cuenca, Inactivo,PRO246
CA247,Esmeraldas,Activo,PRO247
CA248,Esmeraldas, Inactivo,PRO248
CA249,Loja,Activo,PRO249
CA250,Loja,Activo,PRO250
CA251,Cuenca,Activo,PRO251
CA252,Chinchipe,Activo,PRO252
CA253,Cuenca, Inactivo,PRO253
CA254,Guayaquil, Inactivo,PRO254
CA255,Guayaquil,Activo,PRO255
CA256,Esmeraldas,Activo,PRO256
CA257,Chinchipe, Inactivo,PRO257
CA258,Guayaquil,Activo,PRO258
CA259,Quito,Activo,PRO259
CA260,Chinchipe, Inactivo,PRO260
CA261,Cuenca,Activo,PRO261
CA262,Loja, Inactivo,PRO262
CA263,Esmeraldas,Activo,PRO263
CA264,Guayaquil, Inactivo,PRO264
CA265,Esmeraldas,Activo,PRO265
CA266,Chinchipe,Activo,PRO266
CA267,Guayaquil,Activo,PRO267
CA268,Quito, Inactivo,PRO268
CA269,Chinchipe,Activo,PRO269
CA270,Guayaquil,Activo,PRO270
CA271,Chinchipe,Activo,PRO271
CA272,Chinchipe,Activo,PRO272
CA273,Chinchipe,Activo,PRO273
CA274,Quito,Activo,PRO274
CA275,Quito,Activo,PRO275
CA276,Quito, Inactivo,PRO276
CA277,Loja, Inactivo,PRO277
CA278,Chinchipe,Activo,PRO278
CA279,Esmeraldas,Activo,PRO279
CA280,Cuenca,Activo,PRO280
CA281,Quito,Activo,PRO281
CA282,Quito,Activo,PRO282
CA283,Esmeraldas, Inactivo,PRO283
CA284,Quito, Inactivo,PRO284
CA285,Esmeraldas,Activo,PRO285
CA286,Loja,Activo,PRO286
CA287,Chinchipe,Activo,PRO287
CA288,Quito, Inactivo,PRO288
CA289,Esmeraldas, Inactivo,PRO289
CA290,Guayaquil,Activo,PRO290
CA291,Cuenca, Inactivo,PRO291
CA292,Cuenca,Activo,PRO292
CA293,Loja,Activo,PRO293
CA294,Esmeraldas, Inactivo,PRO294
CA295,Guayaquil, Inactivo,PRO295
CA296,Guayaquil, Inactivo,PRO296
CA297,Cuenca, Inactivo,PRO297
CA298,Cuenca,Activo,PRO298
CA299,Loja, Inactivo,PRO299
CA300,Guayaquil,Activo,PRO300
CA301,Esmeraldas, Inactivo,PRO301
CA302,Guayaquil, Inactivo,PRO302
CA303,Quito,Activo,PRO303
CA304,Cuenca,Activo,PRO304
CA305,Chinchipe, Inactivo,PRO305
CA306,Quito, Inactivo,PRO306
CA307,Quito,Activo,PRO307
CA308,Cuenca,Activo,PRO308
CA309,Guayaquil,Activo,PRO309
CA310,Chinchipe, Inactivo,PRO310
CA311,Quito, Inactivo,PRO311
CA312,Cuenca, Inactivo,PRO312
CA313,Esmeraldas,Activo,PRO313
CA314,Esmeraldas, Inactivo,PRO314
CA315,Guayaquil, Inactivo,PRO315
CA316,Esmeraldas, Inactivo,PRO316
CA317,Cuenca, Inactivo,PRO317
CA318,Quito, Inactivo,PRO318
CA319,Cuenca, Inactivo,PRO319
CA320,Guayaquil,Activo,PRO320
CA321,Guayaquil, Inactivo,PRO321
CA322,Cuenca,Activo,PRO322
CA323,Quito, Inactivo,PRO323
CA324,Chinchipe,Activo,PRO324
CA325,Cuenca, Inactivo,PRO325
CA326,Quito, Inactivo,PRO326
CA327,Chinchipe,Activo,PRO327
CA328,Cuenca, Inactivo,PRO328
CA329,Chinchipe, Inactivo,PRO329
CA330,Esmeraldas, Inactivo,PRO330
CA331,Cuenca,Activo,PRO331
CA332,Chinchipe, Inactivo,PRO332
CA333,Quito, Inactivo,PRO333
CA334,Cuenca, Inactivo,PRO334
CA335,Esmeraldas, Inactivo,PRO335
CA336,Guayaquil, Inactivo,PRO336
CA337,Cuenca,Activo,PRO337
CA338,Chinchipe, Inactivo,PRO338
CA339,Loja,Activo,PRO339
CA340,Chinchipe, Inactivo,PRO340
CA341,Chinchipe, Inactivo,PRO341
CA342,Quito,Activo,PRO342
CA343,Quito,Activo,PRO343
CA344,Quito, Inactivo,PRO344
CA345,Guayaquil,Activo,PRO345
CA346,Quito,Activo,PRO346
CA347,Quito, Inactivo,PRO347
CA348,Chinchipe, Inactivo,PRO348
CA349,Esmeraldas,Activo,PRO349
CA350,Quito,Activo,PRO350
CA351,Cuenca, Inactivo,PRO351
CA352,Cuenca,Activo,PRO352
CA353,Quito,Activo,PRO353
CA354,Loja, Inactivo,PRO354
CA355,Quito,Activo,PRO355
CA356,Loja,Activo,PRO356
CA357,Guayaquil, Inactivo,PRO357
CA358,Quito, Inactivo,PRO358
CA359,Esmeraldas, Inactivo,PRO359
CA360,Esmeraldas,Activo,PRO360
CA361,Chinchipe,Activo,PRO361
CA362,Chinchipe, Inactivo,PRO362
CA363,Chinchipe,Activo,PRO363
CA364,Cuenca, Inactivo,PRO364
CA365,Guayaquil, Inactivo,PRO365
CA366,Loja,Activo,PRO366
CA367,Guayaquil,Activo,PRO367
CA368,Guayaquil,Activo,PRO368
CA369,Quito,Activo,PRO369
CA370,Chinchipe, Inactivo,PRO370
CA371,Cuenca, Inactivo,PRO371
CA372,Guayaquil,Activo,PRO372
CA373,Chinchipe, Inactivo,PRO373
CA374,Quito,Activo,PRO374
CA375,Chinchipe,Activo,PRO375
CA376,Chinchipe,Activo,PRO376
CA377,Chinchipe,Activo,PRO377
CA378,Cuenca, Inactivo,PRO378
CA379,Quito, Inactivo,PRO379
CA380,Quito, Inactivo,PRO380
CA381,Loja,Activo,PRO381
CA382,Chinchipe,Activo,PRO382
CA383,Cuenca, Inactivo,PRO383
CA384,Esmeraldas, Inactivo,PRO384
CA385,Quito,Activo,PRO385
CA386,Quito, Inactivo,PRO386
CA387,Cuenca,Activo,PRO387
CA388,Esmeraldas, Inactivo,PRO388
CA389,Quito,Activo,PRO389
CA390,Cuenca, Inactivo,PRO390
CA391,Loja,Activo,PRO391
CA392,Guayaquil, Inactivo,PRO392
CA393,Quito,Activo,PRO393
CA394,Guayaquil, Inactivo,PRO394
CA395,Cuenca,Activo,PRO395
CA396,Chinchipe, Inactivo,PRO396
CA397,Guayaquil,Activo,PRO397
CA398,Esmeraldas,Activo,PRO398
CA399,Esmeraldas,Activo,PRO399
CA400,Cuenca, Inactivo,PRO400
CA401,Esmeraldas,Activo,PRO401
CA402,Cuenca,Activo,PRO402
CA403,Chinchipe,Activo,PRO403
CA404,Chinchipe,Activo,PRO404
CA405,Chinchipe,Activo,PRO405
CA406,Quito, Inactivo,PRO406
CA407,Cuenca,Activo,PRO407
CA408,Quito,Activo,PRO408
CA409,Cuenca,Activo,PRO409
CA410,Cuenca, Inactivo,PRO410
CA411,Chinchipe, Inactivo,PRO411
CA412,Guayaquil, Inactivo,PRO412
CA413,Chinchipe, Inactivo,PRO413
CA414,Quito, Inactivo,PRO414
CA415,Cuenca, Inactivo,PRO415
CA416,Chinchipe, Inactivo,PRO416
CA417,Quito, Inactivo,PRO417
CA418,Chinchipe,Activo,PRO418
CA419,Loja,Activo,PRO419
CA420,Guayaquil, Inactivo,PRO420
CA421,Cuenca, Inactivo,PRO421
CA422,Chinchipe,Activo,PRO422
CA423,Chinchipe,Activo,PRO423
CA424,Quito, Inactivo,PRO424
CA425,Esmeraldas,Activo,PRO425
CA426,Chinchipe,Activo,PRO426
CA427,Chinchipe,Activo,PRO427
CA428,Quito,Activo,PRO428
CA429,Chinchipe,Activo,PRO429
CA430,Chinchipe,Activo,PRO430
CA431,Chinchipe, Inactivo,PRO431
CA432,Esmeraldas, Inactivo,PRO432
CA433,Esmeraldas,Activo,PRO433
CA434,Loja,Activo,PRO434
CA435,Guayaquil, Inactivo,PRO435
CA436,Loja,Activo,PRO436
CA437,Loja,Activo,PRO437
CA438,Esmeraldas, Inactivo,PRO438
CA439,Quito,Activo,PRO439
CA440,Esmeraldas, Inactivo,PRO440
CA441,Quito,Activo,PRO441
CA442,Chinchipe, Inactivo,PRO442
CA443,Esmeraldas, Inactivo,PRO443
CA444,Loja,Activo,PRO444
CA445,Cuenca, Inactivo,PRO445
CA446,Quito, Inactivo,PRO446
CA447,Loja, Inactivo,PRO447
CA448,Chinchipe,Activo,PRO448
CA449,Guayaquil, Inactivo,PRO449
CA450,Guayaquil,Activo,PRO450
CA451,Cuenca,Activo,PRO451
CA452,Loja, Inactivo,PRO452
CA453,Quito,Activo,PRO453
CA454,Loja,Activo,PRO454
CA455,Guayaquil,Activo,PRO455
CA456,Esmeraldas,Activo,PRO456
CA457,Loja,Activo,PRO457
CA458,Quito, Inactivo,PRO458
CA459,Chinchipe,Activo,PRO459
CA460,Esmeraldas, Inactivo,PRO460
CA461,Chinchipe,Activo,PRO461
CA462,Guayaquil, Inactivo,PRO462
CA463,Quito, Inactivo,PRO463
CA464,Guayaquil, Inactivo,PRO464
CA465,Quito, Inactivo,PRO465
CA466,Chinchipe, Inactivo,PRO466
CA467,Chinchipe,Activo,PRO467
CA468,Chinchipe, Inactivo,PRO468
CA469,Chinchipe,Activo,PRO469
CA470,Quito, Inactivo,PRO470
CA471,Cuenca,Activo,PRO471
CA472,Cuenca, Inactivo,PRO472
CA473,Chinchipe, Inactivo,PRO473
CA474,Guayaquil,Activo,PRO474
CA475,Guayaquil, Inactivo,PRO475
CA476,Quito,Activo,PRO476
CA477,Chinchipe, Inactivo,PRO477
CA478,Guayaquil,Activo,PRO478
CA479,Chinchipe, Inactivo,PRO479
CA480,Chinchipe,Activo,PRO480
CA481,Guayaquil,Activo,PRO481
CA482,Chinchipe,Activo,PRO482
CA483,Cuenca, Inactivo,PRO483
CA484,Quito, Inactivo,PRO484
CA485,Guayaquil,Activo,PRO485
CA486,Guayaquil, Inactivo,PRO486
CA487,Quito,Activo,PRO487
CA488,Quito, Inactivo,PRO488
CA489,Chinchipe,Activo,PRO489
CA490,Quito, Inactivo,PRO490
CA491,Chinchipe, Inactivo,PRO491
CA492,Loja,Activo,PRO492
CA493,Guayaquil, Inactivo,PRO493
CA494,Esmeraldas, Inactivo,PRO494
CA495,Loja, Inactivo,PRO495
CA496,Esmeraldas,Activo,PRO496
CA497,Quito, Inactivo,PRO497
CA498,Cuenca,Activo,PRO498
CA499,Esmeraldas, Inactivo,PRO499
CA500,Cuenca, Inactivo,PRO500
CA501,Cuenca, Inactivo,PRO501
CA502,Guayaquil,Activo,PRO502
CA503,Quito, Inactivo,PRO503
CA504,Chinchipe,Activo,PRO504
CA505,Loja, Inactivo,PRO505
CA506,Cuenca,Activo,PRO506
CA507,Esmeraldas, Inactivo,PRO507
CA508,Quito, Inactivo,PRO508
CA509,Quito, Inactivo,PRO509
CA510,Guayaquil,Activo,PRO510
CA511,Chinchipe, Inactivo,PRO511
CA512,Cuenca,Activo,PRO512
CA513,Chinchipe,Activo,PRO513
CA514,Chinchipe,Activo,PRO514
CA515,Guayaquil, Inactivo,PRO515
CA516,Esmeraldas, Inactivo,PRO516
CA517,Guayaquil,Activo,PRO517
CA518,Chinchipe, Inactivo,PRO518
CA519,Chinchipe,Activo,PRO519
CA520,Cuenca, Inactivo,PRO520
CA521,Quito, Inactivo,PRO521
CA522,Chinchipe, Inactivo,PRO522
CA523,Guayaquil,Activo,PRO523
CA524,Loja, Inactivo,PRO524
CA525,Esmeraldas, Inactivo,PRO525
CA526,Chinchipe, Inactivo,PRO526
CA527,Quito, Inactivo,PRO527
CA528,Quito,Activo,PRO528
CA529,Chinchipe, Inactivo,PRO529
CA530,Cuenca, Inactivo,PRO530
CA531,Cuenca, Inactivo,PRO531
CA532,Guayaquil,Activo,PRO532
CA533,Esmeraldas, Inactivo,PRO533
CA534,Quito,Activo,PRO534
CA535,Cuenca,Activo,PRO535
CA536,Loja, Inactivo,PRO536
CA537,Esmeraldas, Inactivo,PRO537
CA538,Guayaquil, Inactivo,PRO538
CA539,Cuenca,Activo,PRO539
CA540,Chinchipe, Inactivo,PRO540
CA541,Cuenca, Inactivo,PRO541
CA542,Guayaquil, Inactivo,PRO542
CA543,Cuenca,Activo,PRO543
CA544,Chinchipe,Activo,PRO544
CA545,Loja, Inactivo,PRO545
CA546,Esmeraldas, Inactivo,PRO546
CA547,Esmeraldas, Inactivo,PRO547
CA548,Cuenca,Activo,PRO548
CA549,Chinchipe, Inactivo,PRO549
CA550,Loja, Inactivo,PRO550
CA551,Chinchipe,Activo,PRO551
CA552,Cuenca, Inactivo,PRO552
CA553,Chinchipe,Activo,PRO553
CA554,Chinchipe,Activo,PRO554
CA555,Cuenca,Activo,PRO555
CA556,Guayaquil, Inactivo,PRO556
CA557,Loja, Inactivo,PRO557
CA558,Quito, Inactivo,PRO558
CA559,Esmeraldas, Inactivo,PRO559
CA560,Esmeraldas, Inactivo,PRO560
CA561,Cuenca, Inactivo,PRO561
CA562,Chinchipe,Activo,PRO562
CA563,Chinchipe,Activo,PRO563
CA564,Cuenca, Inactivo,PRO564
CA565,Cuenca, Inactivo,PRO565
CA566,Chinchipe, Inactivo,PRO566
CA567,Cuenca, Inactivo,PRO567
CA568,Quito,Activo,PRO568
CA569,Loja, Inactivo,PRO569
CA570,Guayaquil, Inactivo,PRO570
CA571,Loja, Inactivo,PRO571
CA572,Quito, Inactivo,PRO572
CA573,Chinchipe,Activo,PRO573
CA574,Chinchipe, Inactivo,PRO574
CA575,Chinchipe,Activo,PRO575
CA576,Cuenca,Activo,PRO576
CA577,Esmeraldas,Activo,PRO577
CA578,Loja,Activo,PRO578
CA579,Cuenca, Inactivo,PRO579
CA580,Guayaquil,Activo,PRO580
CA581,Guayaquil,Activo,PRO581
CA582,Quito,Activo,PRO582
CA583,Guayaquil,Activo,PRO583
CA584,Loja, Inactivo,PRO584
CA585,Chinchipe, Inactivo,PRO585
CA586,Cuenca,Activo,PRO586
CA587,Loja,Activo,PRO587
CA588,Esmeraldas,Activo,PRO588
CA589,Cuenca,Activo,PRO589
CA590,Chinchipe, Inactivo,PRO590
CA591,Cuenca, Inactivo,PRO591
CA592,Cuenca, Inactivo,PRO592
CA593,Quito,Activo,PRO593
CA594,Quito, Inactivo,PRO594
CA595,Chinchipe,Activo,PRO595
CA596,Chinchipe, Inactivo,PRO596
CA597,Cuenca,Activo,PRO597
CA598,Guayaquil,Activo,PRO598
CA599,Chinchipe, Inactivo,PRO599
CA600,Loja,Activo,PRO600
CA601,Cuenca,Activo,PRO601
CA602,Chinchipe,Activo,PRO602
CA603,Esmeraldas, Inactivo,PRO603
CA604,Chinchipe,Activo,PRO604
CA605,Loja, Inactivo,PRO605
CA606,Chinchipe, Inactivo,PRO606
CA607,Esmeraldas, Inactivo,PRO607
CA608,Chinchipe, Inactivo,PRO608
CA609,Guayaquil, Inactivo,PRO609
CA610,Cuenca,Activo,PRO610
CA611,Guayaquil, Inactivo,PRO611
CA612,Cuenca, Inactivo,PRO612
CA613,Cuenca,Activo,PRO613
CA614,Esmeraldas, Inactivo,PRO614
CA615,Loja,Activo,PRO615
CA616,Cuenca, Inactivo,PRO616
CA617,Chinchipe, Inactivo,PRO617
CA618,Cuenca,Activo,PRO618
CA619,Loja, Inactivo,PRO619
CA620,Chinchipe, Inactivo,PRO620
CA621,Guayaquil, Inactivo,PRO621
CA622,Loja,Activo,PRO622
CA623,Quito,Activo,PRO623
CA624,Esmeraldas, Inactivo,PRO624
CA625,Chinchipe,Activo,PRO625
CA626,Guayaquil,Activo,PRO626
CA627,Loja,Activo,PRO627
CA628,Cuenca, Inactivo,PRO628
CA629,Esmeraldas,Activo,PRO629
CA630,Cuenca, Inactivo,PRO630
CA631,Chinchipe,Activo,PRO631
CA632,Chinchipe, Inactivo,PRO632
CA633,Guayaquil,Activo,PRO633
CA634,Guayaquil, Inactivo,PRO634
CA635,Guayaquil, Inactivo,PRO635
CA636,Quito, Inactivo,PRO636
CA637,Chinchipe,Activo,PRO637
CA638,Cuenca,Activo,PRO638
CA639,Esmeraldas,Activo,PRO639
CA640,Cuenca, Inactivo,PRO640
CA641,Cuenca,Activo,PRO641
CA642,Cuenca, Inactivo,PRO642
CA643,Guayaquil,Activo,PRO643
CA644,Loja, Inactivo,PRO644
CA645,Guayaquil, Inactivo,PRO645
CA646,Chinchipe, Inactivo,PRO646
CA647,Cuenca,Activo,PRO647
CA648,Quito, Inactivo,PRO648
CA649,Esmeraldas,Activo,PRO649
CA650,Cuenca,Activo,PRO650
CA651,Guayaquil,Activo,PRO651
CA652,Cuenca,Activo,PRO652
CA653,Chinchipe, Inactivo,PRO653
CA654,Guayaquil,Activo,PRO654
CA655,Cuenca,Activo,PRO655
CA656,Loja,Activo,PRO656
CA657,Chinchipe,Activo,PRO657
CA658,Chinchipe,Activo,PRO658
CA659,Quito, Inactivo,PRO659
CA660,Cuenca, Inactivo,PRO660
CA661,Guayaquil,Activo,PRO661
CA662,Loja, Inactivo,PRO662
CA663,Chinchipe,Activo,PRO663
CA664,Guayaquil,Activo,PRO664
CA665,Chinchipe,Activo,PRO665
CA666,Cuenca, Inactivo,PRO666
CA667,Quito, Inactivo,PRO667
CA668,Esmeraldas,Activo,PRO668
CA669,Loja, Inactivo,PRO669
CA670,Loja, Inactivo,PRO670
CA671,Loja, Inactivo,PRO671
CA672,Quito, Inactivo,PRO672
CA673,Loja,Activo,PRO673
CA674,Guayaquil,Activo,PRO674
CA675,Cuenca, Inactivo,PRO675
CA676,Quito, Inactivo,PRO676
CA677,Guayaquil,Activo,PRO677
CA678,Cuenca,Activo,PRO678
CA679,Esmeraldas, Inactivo,PRO679
CA680,Cuenca, Inactivo,PRO680
CA681,Cuenca, Inactivo,PRO681
CA682,Guayaquil,Activo,PRO682
CA683,Quito,Activo,PRO683
CA684,Guayaquil, Inactivo,PRO684
CA685,Loja, Inactivo,PRO685
CA686,Cuenca,Activo,PRO686
CA687,Cuenca, Inactivo,PRO687
CA688,Loja,Activo,PRO688
CA689,Guayaquil, Inactivo,PRO689
CA690,Cuenca, Inactivo,PRO690
CA691,Esmeraldas, Inactivo,PRO691
CA692,Quito, Inactivo,PRO692
CA693,Guayaquil, Inactivo,PRO693
CA694,Quito,Activo,PRO694
CA695,Chinchipe,Activo,PRO695
CA696,Chinchipe, Inactivo,PRO696
CA697,Quito, Inactivo,PRO697
CA698,Quito,Activo,PRO698
CA699,Cuenca,Activo,PRO699
